docid	DW
msmarco_passage_25_618543793	55
msmarco_passage_25_618544691	60
msmarco_passage_25_618545196	59
msmarco_passage_25_618547802	70
msmarco_passage_27_139354335	57
msmarco_passage_29_284555608	54
msmarco_passage_29_403350839	55
msmarco_passage_30_855397586	45
msmarco_passage_30_855412025	89
msmarco_passage_30_855415422	68
msmarco_passage_30_855415945	58
msmarco_passage_30_855417798	45
msmarco_passage_30_855419632	51
msmarco_passage_30_855423244	47
msmarco_passage_31_179060278	53
msmarco_passage_31_179063279	63
msmarco_passage_31_179065084	56
msmarco_passage_31_179141039	58
msmarco_passage_31_179350942	47
msmarco_passage_31_352925449	51
msmarco_passage_31_515435549	46
msmarco_passage_31_515436007	39
msmarco_passage_32_204214289	54
msmarco_passage_32_204216511	54
msmarco_passage_33_202041180	50
msmarco_passage_34_700836087	54
msmarco_passage_35_408254024	69
msmarco_passage_35_408254557	57
msmarco_passage_35_408256304	51
msmarco_passage_35_408256726	54
msmarco_passage_35_408260182	49
msmarco_passage_37_663440636	45
msmarco_passage_37_663441078	46
msmarco_passage_37_738567429	59
msmarco_passage_38_100275400	58
msmarco_passage_39_685343795	75
msmarco_passage_39_686653125	51
msmarco_passage_42_280638756	54
msmarco_passage_44_534471658	53
msmarco_passage_44_93268511	58
msmarco_passage_45_11787381	91
msmarco_passage_45_11788034	42
msmarco_passage_45_19061766	50
msmarco_passage_45_25392741	52
msmarco_passage_45_25707207	52
msmarco_passage_45_31627489	58
msmarco_passage_45_324664042	45
msmarco_passage_45_34128151	60
msmarco_passage_45_36698891	50
msmarco_passage_45_44220714	53
msmarco_passage_45_47989822	57
msmarco_passage_45_9421409	47
msmarco_passage_47_268077771	48
msmarco_passage_48_450101839	103
msmarco_passage_49_298228672	48
msmarco_passage_49_315322847	57
msmarco_passage_49_317257067	41
msmarco_passage_49_317266063	49
msmarco_passage_49_317266490	41
msmarco_passage_49_317275486	49
msmarco_passage_49_545260551	35
msmarco_passage_49_617858945	52
msmarco_passage_49_617860942	45
msmarco_passage_49_762207880	50
msmarco_passage_49_763644836	54
msmarco_passage_49_764859173	37
msmarco_passage_49_765541758	47
msmarco_passage_49_767617072	56
msmarco_passage_49_769093176	58
msmarco_passage_49_769093636	60
msmarco_passage_49_769094947	58
msmarco_passage_49_769095440	38
msmarco_passage_49_769097945	51
msmarco_passage_49_776666790	35
msmarco_passage_49_776668665	60
msmarco_passage_49_782224608	99
msmarco_passage_49_782400839	59
msmarco_passage_49_788839725	55
msmarco_passage_49_788955366	51
msmarco_passage_49_794855929	44
msmarco_passage_49_812857949	54
msmarco_passage_49_813204839	52
msmarco_passage_49_816242890	44
msmarco_passage_49_816463001	53
msmarco_passage_49_816537927	49
msmarco_passage_49_820786473	47
msmarco_passage_49_821213199	39
msmarco_passage_49_827432486	43
msmarco_passage_49_827918619	48
msmarco_passage_49_828223795	64
msmarco_passage_49_828489388	74
msmarco_passage_49_830120290	54
msmarco_passage_49_831225512	46
msmarco_passage_49_831877773	76
msmarco_passage_49_832495718	62
msmarco_passage_50_263927013	63
msmarco_passage_50_263960206	63
msmarco_passage_50_573174734	1675
msmarco_passage_50_573217127	1669
msmarco_passage_50_573370856	1664
msmarco_passage_50_573435498	1674
msmarco_passage_50_573538194	1662
msmarco_passage_50_573582579	1665
msmarco_passage_50_573639370	1674
msmarco_passage_50_684604356	46
msmarco_passage_50_684607004	52
msmarco_passage_51_442553940	41
msmarco_passage_51_442635307	47
msmarco_passage_52_761626997	39
msmarco_passage_52_761638017	36
msmarco_passage_52_762946353	49
msmarco_passage_52_872896450	52
msmarco_passage_53_459368461	18268
msmarco_passage_54_248406782	65
msmarco_passage_56_455193959	62
msmarco_passage_57_355362450	53
msmarco_passage_57_355363717	51
msmarco_passage_57_355364599	74
msmarco_passage_57_355384205	59
msmarco_passage_57_355386485	47
msmarco_passage_57_355387405	41
msmarco_passage_57_355387771	51
msmarco_passage_57_355388622	89
msmarco_passage_59_3485824	38
msmarco_passage_59_3486159	42
msmarco_passage_60_431294295	49
msmarco_passage_60_432206983	52
msmarco_passage_62_813974973	42
msmarco_passage_63_709112458	52
msmarco_passage_63_742191214	51
msmarco_passage_64_101061943	44
msmarco_passage_64_102375921	44
msmarco_passage_64_272433842	47
msmarco_passage_64_320920620	50
msmarco_passage_64_321800538	58
msmarco_passage_64_322064239	53
msmarco_passage_64_322065138	53
msmarco_passage_64_323517960	40
msmarco_passage_64_323518424	70
msmarco_passage_64_323519711	54
msmarco_passage_64_323520180	59
msmarco_passage_64_323521132	49
msmarco_passage_64_323521520	51
msmarco_passage_64_323522393	54
msmarco_passage_64_323524099	42
msmarco_passage_64_323524503	50
msmarco_passage_64_323726357	51
msmarco_passage_64_323728952	52
msmarco_passage_64_353872669	54
msmarco_passage_64_95762189	54
msmarco_passage_66_509587685	68
msmarco_passage_66_509589137	44
msmarco_passage_66_509589541	59
msmarco_passage_67_233918390	58
msmarco_passage_67_239307656	47
msmarco_passage_67_239309072	59
msmarco_passage_67_239310836	51
msmarco_passage_67_239311645	45
msmarco_passage_67_239320048	61
msmarco_passage_67_239325497	51
msmarco_passage_67_239412971	57
msmarco_passage_67_239447132	41
msmarco_passage_67_239449732	50
msmarco_passage_67_239678483	59
msmarco_passage_67_240639517	47
msmarco_passage_67_243523292	61
msmarco_passage_67_278363977	58
msmarco_passage_67_298362901	55
msmarco_passage_67_388043347	57
msmarco_passage_67_431988237	23
msmarco_passage_67_431993455	54
msmarco_passage_67_431997934	38
msmarco_passage_67_507014893	60
msmarco_passage_67_555939026	57
msmarco_passage_67_578866682	45
msmarco_passage_67_612730453	74
msmarco_passage_67_786809855	49
msmarco_passage_67_786810284	56
msmarco_passage_67_786816739	49
msmarco_passage_67_786817592	47
msmarco_passage_67_786818011	59
msmarco_passage_67_881806414	56
msmarco_passage_68_812026505	48
msmarco_passage_68_812027415	87
msmarco_passage_69_13941308	59
msmarco_passage_00_473168790	60
msmarco_passage_00_499057086	103
msmarco_passage_00_662986293	37
msmarco_passage_00_662987062	50
msmarco_passage_00_662989674	27
msmarco_passage_01_366786438	50
msmarco_passage_01_366787276	46
msmarco_passage_01_366790232	49
msmarco_passage_01_366791109	48
msmarco_passage_01_366794918	57
msmarco_passage_01_366801831	68
msmarco_passage_02_16539043	67
msmarco_passage_02_16540423	44
msmarco_passage_02_16541718	48
msmarco_passage_02_16542119	54
msmarco_passage_02_16546275	50
msmarco_passage_02_291870596	64
msmarco_passage_02_308296402	37
msmarco_passage_02_308307034	37
msmarco_passage_02_308317666	37
msmarco_passage_02_348206049	52
msmarco_passage_02_481995063	48
msmarco_passage_02_566728857	50
msmarco_passage_02_566732778	46
msmarco_passage_02_566733173	40
msmarco_passage_02_776266197	44
msmarco_passage_03_118990357	54
msmarco_passage_03_182040265	46
msmarco_passage_03_187730635	42
msmarco_passage_03_187731501	41
msmarco_passage_03_187737894	48
msmarco_passage_03_397111960	44
msmarco_passage_03_468534534	53
msmarco_passage_03_486121192	61
msmarco_passage_03_643133501	49
msmarco_passage_03_643133953	42
msmarco_passage_03_643135275	46
msmarco_passage_03_643136163	42
msmarco_passage_03_643137682	52
msmarco_passage_03_649784965	57
msmarco_passage_03_649786858	48
msmarco_passage_03_657199309	75
msmarco_passage_03_657199928	37
msmarco_passage_03_657200875	41
msmarco_passage_03_657201280	49
msmarco_passage_04_465073155	43
msmarco_passage_04_465073882	50
msmarco_passage_04_619369874	43
msmarco_passage_04_626774645	42
msmarco_passage_04_626777182	61
msmarco_passage_04_626780213	61
msmarco_passage_04_626781436	49
msmarco_passage_04_626782642	43
msmarco_passage_04_626789161	43
msmarco_passage_04_626790316	42
msmarco_passage_04_626797894	47
msmarco_passage_04_626802713	42
msmarco_passage_04_626803493	37
msmarco_passage_04_626824851	64
msmarco_passage_04_626825805	49
msmarco_passage_04_626827591	33
msmarco_passage_04_765729184	42
msmarco_passage_04_813852816	52
msmarco_passage_04_813853259	41
msmarco_passage_04_813853635	52
msmarco_passage_04_813855840	47
msmarco_passage_04_813856711	71
msmarco_passage_04_815697008	74
msmarco_passage_04_83087334	65
msmarco_passage_05_342246281	46
msmarco_passage_05_342422866	52
msmarco_passage_05_566507961	74
msmarco_passage_05_566509805	40
msmarco_passage_05_773771620	90
msmarco_passage_05_803914759	60
msmarco_passage_06_81651402	47
msmarco_passage_06_81651821	46
msmarco_passage_06_81652257	43
msmarco_passage_06_81653087	47
msmarco_passage_07_585688333	49
msmarco_passage_07_591722990	52
msmarco_passage_07_591726737	40
msmarco_passage_07_591730630	41
msmarco_passage_07_591730997	62
msmarco_passage_07_734844357	54
msmarco_passage_08_486420197	61
msmarco_passage_08_486421599	32
msmarco_passage_08_534211397	48
msmarco_passage_09_112653186	109
msmarco_passage_10_429064761	97
msmarco_passage_10_485315834	63
msmarco_passage_10_485390702	51
msmarco_passage_10_755237328	49
msmarco_passage_10_755237781	48
msmarco_passage_11_170519200	69
msmarco_passage_11_284241861	76
msmarco_passage_11_377327729	39
msmarco_passage_11_378502799	67
msmarco_passage_11_38104325	40
msmarco_passage_11_388511835	66
msmarco_passage_11_545131301	43
msmarco_passage_11_611246213	57
msmarco_passage_11_735114873	43
msmarco_passage_12_172014481	67
msmarco_passage_12_363322576	105
msmarco_passage_12_502923704	49
msmarco_passage_12_502925462	65
msmarco_passage_12_502935056	90
msmarco_passage_12_756752528	52
msmarco_passage_12_756771743	48
msmarco_passage_12_756830918	38
msmarco_passage_12_756839949	38
msmarco_passage_12_756856706	43
msmarco_passage_12_756867781	43
msmarco_passage_12_756885004	53
msmarco_passage_12_756897222	77
msmarco_passage_12_756898611	38
msmarco_passage_12_756898946	49
msmarco_passage_12_756901807	65
msmarco_passage_12_756902297	49
msmarco_passage_12_756902731	62
msmarco_passage_12_756903244	78
msmarco_passage_12_756913722	45
msmarco_passage_12_756944758	43
msmarco_passage_12_756961465	38
msmarco_passage_12_756967556	38
msmarco_passage_12_757001572	38
msmarco_passage_12_757026703	43
msmarco_passage_12_757321200	79
msmarco_passage_13_348117737	54
msmarco_passage_13_826142390	42
msmarco_passage_13_831238860	49
msmarco_passage_14_228522673	59
msmarco_passage_14_431351134	60
msmarco_passage_14_536721240	34
msmarco_passage_14_557923446	37
msmarco_passage_14_64198430	43
msmarco_passage_14_93567366	50
msmarco_passage_15_151960899	36
msmarco_passage_15_430370055	45
msmarco_passage_15_430372538	51
msmarco_passage_15_628546621	49
msmarco_passage_15_684274354	37
msmarco_passage_15_687705246	37
msmarco_passage_15_687706015	50
msmarco_passage_15_687708627	27
msmarco_passage_17_439740767	51
msmarco_passage_18_198044216	35
msmarco_passage_18_198045247	58
msmarco_passage_18_198047424	51
msmarco_passage_18_198048241	53
msmarco_passage_18_198057277	55
msmarco_passage_18_421844041	57
msmarco_passage_18_74033903	63
msmarco_passage_19_597754395	146
msmarco_passage_19_639002497	41
msmarco_passage_19_673535967	41
msmarco_passage_19_693894823	41
msmarco_passage_20_589467394	48
msmarco_passage_21_305959725	71
msmarco_passage_21_703886411	63
msmarco_passage_22_293806297	43
msmarco_passage_22_448984965	81
msmarco_passage_22_804957131	75
msmarco_passage_23_105272698	45
msmarco_passage_23_239803476	55
msmarco_passage_23_4188628	61
msmarco_passage_23_4197887	61
msmarco_passage_23_587526252	45
msmarco_passage_23_682604707	38
msmarco_passage_23_859187478	58
msmarco_passage_24_365018998	76
msmarco_passage_25_107310264	52
msmarco_passage_25_107319460	55
msmarco_passage_25_161053959	45
msmarco_passage_25_368443579	89
msmarco_passage_25_475709949	75
msmarco_passage_26_173229643	57
msmarco_passage_26_208914663	41
msmarco_passage_26_440246335	63
msmarco_passage_26_513279781	47
msmarco_passage_26_513280847	52
msmarco_passage_26_513281311	32
msmarco_passage_26_586877692	89
msmarco_passage_26_589067180	57
msmarco_passage_26_613417606	53
msmarco_passage_26_627522661	33
msmarco_passage_27_151793769	41
msmarco_passage_27_289130410	54
msmarco_passage_28_458316590	54
msmarco_passage_28_54930425	37
msmarco_passage_28_57877396	57
msmarco_passage_28_57877859	39
msmarco_passage_28_57878221	39
msmarco_passage_29_654338634	50
msmarco_passage_29_654342564	46
msmarco_passage_29_654342960	40
msmarco_passage_29_82811779	54
msmarco_passage_29_93639934	48
msmarco_passage_29_93660551	43
msmarco_passage_29_95299513	46
msmarco_passage_30_115654626	47
msmarco_passage_30_115655045	46
msmarco_passage_30_115655481	43
msmarco_passage_30_115656311	47
msmarco_passage_31_109349091	50
msmarco_passage_31_354676718	51
msmarco_passage_31_396297109	57
msmarco_passage_31_401240246	182
msmarco_passage_31_489526174	71
msmarco_passage_31_659362461	50
msmarco_passage_31_732911836	62
msmarco_passage_31_732918462	65
msmarco_passage_31_841808524	50
msmarco_passage_32_325050199	43
msmarco_passage_32_808151193	54
msmarco_passage_32_808283262	55
msmarco_passage_32_808292522	43
msmarco_passage_32_808292899	74
msmarco_passage_32_824581202	87
msmarco_passage_32_826377839	39
msmarco_passage_33_132686422	42
msmarco_passage_33_132687292	41
msmarco_passage_33_132693715	48
msmarco_passage_33_470149344	77
msmarco_passage_33_97024831	87
msmarco_passage_34_68014164	56
msmarco_passage_35_366710347	51
msmarco_passage_35_366711891	54
msmarco_passage_35_366712828	59
msmarco_passage_35_366713672	61
msmarco_passage_35_366715038	45
msmarco_passage_35_366715432	76
msmarco_passage_35_366716004	50
msmarco_passage_35_366719932	56
msmarco_passage_35_366720403	43
msmarco_passage_35_366721273	97
msmarco_passage_35_366725420	52
msmarco_passage_35_366731489	39
msmarco_passage_35_366731858	58
msmarco_passage_35_366732692	50
msmarco_passage_35_366733465	50
msmarco_passage_35_366735076	48
msmarco_passage_35_366735499	43
msmarco_passage_35_366736268	74
msmarco_passage_35_366736824	42
msmarco_passage_35_366737587	41
msmarco_passage_35_366738344	51
msmarco_passage_35_682907118	49
msmarco_passage_35_832064751	54
msmarco_passage_36_448824587	39
msmarco_passage_36_448828278	43
msmarco_passage_36_450586946	49
msmarco_passage_36_450587399	42
msmarco_passage_36_450588724	46
msmarco_passage_36_450589614	42
msmarco_passage_36_450591136	52
msmarco_passage_36_475700714	51
msmarco_passage_36_475702060	34
msmarco_passage_36_478493898	55
msmarco_passage_36_478501701	64
msmarco_passage_36_833029985	39
msmarco_passage_36_833030407	49
msmarco_passage_36_833076586	40
msmarco_passage_36_833077843	53
msmarco_passage_36_833078278	49
msmarco_passage_36_840259790	56
msmarco_passage_37_419015778	110
msmarco_passage_37_423574502	37
msmarco_passage_37_423575363	42
msmarco_passage_37_423575726	51
msmarco_passage_37_423576112	59
msmarco_passage_37_423630378	52
msmarco_passage_38_266566915	41
msmarco_passage_38_78323191	78
msmarco_passage_38_78324955	56
msmarco_passage_39_70362760	35
msmarco_passage_39_70363579	44
msmarco_passage_39_70367618	43
msmarco_passage_39_70368343	50
msmarco_passage_39_813364738	61
msmarco_passage_39_813365725	42
msmarco_passage_39_813367741	61
msmarco_passage_39_813371467	49
msmarco_passage_39_813372676	43
msmarco_passage_39_813379714	40
msmarco_passage_39_813411241	58
msmarco_passage_39_813413739	43
msmarco_passage_39_813414897	42
msmarco_passage_39_813416684	49
msmarco_passage_39_813424620	68
msmarco_passage_39_813466758	81
msmarco_passage_39_813482505	46
msmarco_passage_39_813488487	46
msmarco_passage_39_813488925	39
msmarco_passage_39_813490193	49
msmarco_passage_39_813517707	38
msmarco_passage_39_813539100	68
msmarco_passage_39_813539659	58
msmarco_passage_39_813585566	61
msmarco_passage_39_813602109	24
msmarco_passage_39_813639377	45
msmarco_passage_39_813639776	37
msmarco_passage_39_813640106	46
msmarco_passage_39_813643410	35
msmarco_passage_39_813645439	74
msmarco_passage_39_813647045	49
msmarco_passage_39_813647921	70
msmarco_passage_39_813654768	51
msmarco_passage_39_813657280	60
msmarco_passage_39_813659890	80
msmarco_passage_39_813661896	55
msmarco_passage_39_813663243	37
msmarco_passage_39_813668094	50
msmarco_passage_39_813669056	52
msmarco_passage_39_813673534	43
msmarco_passage_39_813675170	27
msmarco_passage_40_186097321	51
msmarco_passage_40_462494775	82
msmarco_passage_40_526760351	43
msmarco_passage_40_576984837	55
msmarco_passage_40_646499161	90
msmarco_passage_40_742772057	47
msmarco_passage_41_206774639	52
msmarco_passage_41_206775082	41
msmarco_passage_41_206775458	52
msmarco_passage_41_206777663	47
msmarco_passage_41_206778534	71
msmarco_passage_41_214266800	74
msmarco_passage_41_362485115	47
msmarco_passage_41_67709198	52
msmarco_passage_42_544152720	97
msmarco_passage_42_678082873	52
msmarco_passage_42_678327690	42
msmarco_passage_42_678329379	50
msmarco_passage_42_678333340	35
msmarco_passage_42_678334168	45
msmarco_passage_42_678334974	49
msmarco_passage_42_678336266	55
msmarco_passage_42_678950755	42
msmarco_passage_42_678952444	50
msmarco_passage_42_678956405	35
msmarco_passage_42_678957233	45
msmarco_passage_42_678958039	49
msmarco_passage_42_678959331	55
msmarco_passage_42_680862170	46
msmarco_passage_43_263409334	52
msmarco_passage_43_315500178	138
msmarco_passage_43_387526616	74
msmarco_passage_43_757662454	45
msmarco_passage_43_757662884	42
msmarco_passage_44_140275587	43
